Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
3404,0,0,172528,15,15,1,8820,3870,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3405,437.2857143,1,182348.1429,3,3,0,10147,3433,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3406,677.04,1,704121.6,20,20,1,14940,3059,Long-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3407,245.0095238,1,735763.6,21,21,1,10055,2682,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3408,442.0990476,1,1332486.53,22,22,1,14257,3364,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3409,442.0990476,1,1332486.53,22,28,1,14257,3216,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3410,0,0,1636059.6,17,17,1,11408,2655,Mid-term,English,NOTICE,MAIL,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3411,0,0,914696.5333,16,16,1,10496,3017,Mid-term,English,NOTICE,MAIL,51-100,Standard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3412,235.0647619,1,202155.6952,10,10,2,9813,2222,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3413,0,0,153598.016,8,8,2,12445,3217,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3414,0,0,123352.3048,4,4,1,9065,3410,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3415,0,0,84822.4,4,4,2,6837,3153,Mid-term,English,AUTO RENEW,BRANCH (PHONE),101-500,Standard,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3416,344.5173333,1,242540.2027,16,16,1,15657,2283,Long-term,European,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3417,324.6933333,1,920505.6,21,21,1,2660,4251,Short-term,Unknown,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3418,364.2142857,1,141315.1429,4,4,0,9478,3015,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3419,473.5961905,1,267108.2514,6,6,1,5341,3537,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3420,0,0,104151.6667,19,19,1,10404,3171,Mid-term,Unknown,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3421,0,0,209664,20,20,1,11135,2119,Mid-term,English,NOTICE,MAIL,101-500,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3422,359.3333333,1,513846.6667,11,11,1,9599,3502,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3423,213.5238095,1,75160.38095,16,16,2,17586,2457,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3424,0,0,1349141.352,17,17,1,12947,3692,Mid-term,English,AUTO RENEW,PHONE,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3425,156.5466667,1,450854.4,20,20,1,17586,2529,Long-term,English,NOTICE,MAIL,1-5,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3426,139.0266667,1,243991.8,15,15,1,16278,2350,Long-term,English,NOTICE,MAIL,1-5,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3427,0,0,291746,15,15,1,11227,3771,Mid-term,European,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3428,412.952381,1,459616,21,21,1,15367,3886,Long-term,Unknown,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3429,332.8333333,1,580128.5,21,21,1,12876,2289,Mid-term,English,NOTICE,MAIL,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3430,186.6266667,1,507624.5333,20,20,2,14408,2837,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3431,0,0,153216,21,21,2,12034,3541,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3432,0,0,64777.71429,3,3,1,6045,2705,Short-term,English,NOTICE,BRANCH (PHONE),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3433,0,0,86198.66667,10,10,1,10984,2284,Mid-term,English,AUTO RENEW,PHONE,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3434,0,0,23025.33333,14,14,1,13692,2610,Mid-term,English,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3435,0,0,935048.7467,20,20,1,13203,2927,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3436,0,0,1019928,7,7,1,10831,2839,Mid-term,English,NOTICE,MAIL,500+,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3437,2117.066667,1,838358.4,12,12,1,9551,3094,Mid-term,English,NOTICE,MAIL,500+,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3438,0,0,1189647.8,22,22,1,16783,2727,Long-term,English,NOTICE,PHONE,51-100,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3439,0,0,824892.8,21,21,1,8427,2828,Mid-term,European,NOTICE,PHONE,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3440,0,0,780157.3714,19,19,1,9387,3243,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3441,178.7428571,1,311727.5429,16,16,1,17422,2207,Long-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3442,0,0,714885.6,15,15,1,9217,3770,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3443,178.3428571,1,321017.1429,15,15,1,4604,2205,Short-term,English,NOTICE,BRANCH (PHONE),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3444,0,0,33108.05333,16,16,1,11425,2556,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3445,0,0,30379.52,8,8,2,10557,2546,Mid-term,English,NOTICE,WEB,11-50,Premier,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3446,0,0,640059.4286,18,18,1,10695,3050,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3447,0,0,221054.4,18,18,1,9568,2723,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3448,0,0,416033.6267,19,19,1,4609,3004,Short-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3449,0,0,674180.5,25,25,1,8305,2037,Mid-term,English,NOTICE,BRANCH (POS),51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3450,0,0,263403.8857,8,8,1,6000,3491,Short-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3451,0,0,567629.0286,15,15,1,4257,3994,Short-term,English,AUTO RENEW,BRANCH (PHONE),6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3452,0,0,2938,1,1,0,10039,2222,Mid-term,Unknown,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3453,234.5714286,1,356548.5714,19,19,1,16675,2607,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3454,0,0,1068695.6,14,14,1,8959,3489,Mid-term,English,NOTICE,MAIL,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3455,366.2666667,1,87171.46667,17,17,2,14226,2801,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3456,0,0,4631577.6,18,18,2,19505,4093,Long-term,English,AUTO RENEW,MAIL,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3457,0,0,81632.61333,22,22,1,10953,2926,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3458,0,0,439045.4095,22,22,1,8455,3350,Mid-term,European,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3459,0,0,253803.76,21,21,2,9568,2243,Mid-term,English,NOTICE,BRANCH (POS),6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3460,0,0,400219.04,15,15,1,9065,3489,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3461,129.8133333,1,389440,20,20,2,16856,2255,Long-term,English,NOTICE,MAIL,1-5,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3462,0,0,1488606,23,23,1,9264,4082,Mid-term,English,NOTICE,PHONE,51-100,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3463,0,0,122406.4,21,21,2,12810,2232,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3464,0,0,2683441.333,20,20,2,16111,2903,Long-term,English,NOTICE,MAIL,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3465,0,0,318787.2,6,6,1,10420,3948,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3466,0,0,99957.94286,22,22,1,11165,2735,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3467,0,0,471908.5714,20,20,1,10573,3745,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3468,0,0,497550.8571,13,13,2,10831,3175,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3469,234.6666667,1,274560,10,10,1,15718,2128,Long-term,English,NOTICE,MAIL,11-50,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3470,0,0,696976,12,12,0,10633,2625,Mid-term,English,NOTICE,WEB,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3471,0,0,830429.8667,20,20,1,4394,4247,Short-term,English,NOTICE,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3472,0,0,396039.68,8,8,2,10695,3448,Mid-term,English,NOTICE,MAIL,51-100,Standard,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3473,0,0,494401.7143,15,15,1,7506,2758,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3474,0,0,108000.64,22,22,1,10359,2660,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3475,0,0,241090.72,13,13,1,9964,2458,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3476,0,0,1570885.029,24,24,1,9021,4253,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3477,0,0,977096.5333,16,16,2,4108,2572,Short-term,English,NOTICE,WEB,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3478,0,0,171129.9048,10,10,1,8761,2843,Mid-term,Unknown,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3479,0,0,111310.08,18,18,1,4821,3187,Short-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3480,0,0,241795.84,22,22,2,9309,3271,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3481,0,0,3041590.5,15,15,1,2409,3856,Short-term,English,AUTO RENEW,AUTO RENEW,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3482,0,0,577932.68,17,17,1,9157,2986,Mid-term,English,AUTO RENEW,AUTO RENEW,101-500,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3483,0,0,123662.968,22,22,1,11820,2268,Mid-term,Asian,AUTO RENEW,MAIL,1-5,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3484,271.4656,1,834756.72,25,25,2,22870,2581,Long-term,English,NOTICE,BRANCH (POS),11-50,Standard,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3485,0,0,519645.8667,22,22,1,12261,2816,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3486,0,0,333560,15,15,1,11912,2065,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3487,0,0,191389.4667,7,7,1,2424,2309,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3488,370.6057143,1,160101.6686,18,18,2,15822,3140,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3489,0,0,118777.1429,19,19,1,11029,1374,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3490,0,0,1788759.232,20,20,4,10343,3669,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3491,0,0,260428.5667,19,19,1,13203,3223,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3492,0,0,747156.48,21,21,1,13053,2824,Mid-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3493,192.7066667,1,209664.8533,17,17,1,16706,2899,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3494,0,0,1172828.8,22,22,1,6099,3026,Short-term,English,AUTO RENEW,PHONE,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3495,0,0,1147904.762,25,25,2,5050,3346,Short-term,Unknown,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3496,243.4857143,1,210371.6571,12,12,1,20313,2671,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3497,0,0,297904.23,19,19,1,9035,2756,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3498,91.69047619,1,13111.7381,13,13,0,15975,1452,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3499,0,0,954348.5714,15,15,1,12704,4071,Mid-term,English,NOTICE,PHONE,6-10,Premier,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3500,0,0,620380.8,20,20,3,11060,2962,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3501,0,0,219277.3333,4,4,1,8778,3568,Mid-term,English,NOTICE,MAIL,51-100,Standard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3502,0,0,193537.981,22,22,1,12490,1995,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3503,0,0,455023.92,18,18,1,14118,2299,Mid-term,English,AUTO RENEW,PHONE,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3504,0,0,747350.8,21,21,1,11227,3792,Mid-term,Unknown,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3505,437.1219048,1,739173.141,19,19,2,5303,3336,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3506,0,0,298259.6571,12,12,1,18668,3625,Long-term,English,NOTICE,MAIL,6-10,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3507,0,0,950519.4667,23,23,3,2566,3844,Short-term,English,NOTICE,AUTO RENEW,101-500,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3508,314.5714286,1,379373.1429,18,18,1,15504,3181,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3509,0,0,325387.92,22,22,1,9186,3583,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3510,0,0,121277.52,14,14,1,5748,2021,Short-term,Unknown,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3511,403.5466667,1,589985.2267,17,17,1,10343,2992,Mid-term,English,NOTICE,PHONE,11-50,Premier,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3512,0,0,67032.33333,7,7,0,5573,3038,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3513,0,0,170391,15,15,1,10984,2119,Mid-term,English,NOTICE,MAIL,51-100,Premier,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3514,0,0,952595.8095,22,22,1,10862,3208,Mid-term,European,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3515,0,0,14891.12,3,3,1,4275,2031,Short-term,English,NOTICE,BRANCH (POS),6-10,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3516,0,0,508310.712,21,21,1,1998,2439,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3517,269.6373333,1,51770.368,3,3,1,19993,3050,Long-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3518,0,0,2168388,15,15,2,13661,3313,Mid-term,Unknown,NOTICE,PHONE,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3519,0,0,58244.85333,2,2,2,9096,2565,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3520,258.7309524,1,196635.5238,19,19,0,1544,2068,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3521,0,0,275466.24,18,18,1,8455,4124,Mid-term,English,NOTICE,BRANCH (POS),101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3522,341.7066667,1,194772.8,15,15,1,21576,4425,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3523,0,0,83403.84,3,3,0,7124,2751,Mid-term,English,AUTO RENEW,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3524,178.1333333,1,259362.1333,16,16,1,9660,2203,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3525,0,0,301741.1048,22,22,1,8686,3998,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3526,0,0,211604.8,11,11,1,8820,2717,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3527,0,0,1035107.333,19,19,1,5547,3351,Short-term,English,NOTICE,BRANCH (PHONE),500+,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3528,0,0,472492.8,14,14,1,8380,2477,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3529,0,0,172279.38,3,3,1,11683,4180,Mid-term,English,AUTO RENEW,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
